textual_description,label
"start entry rpir/0.0.1/rpir.gemspec, use operating system module call, use URL, end of entry",0
"start entry active-press/0.1.0/active-press.gemspec, use operating system module call, use base64 string, use base64 string, end of entry",1
"start entry s3_log/0.0.5/s3_log.gemspec, use operating system module call, use URL, end of entry",0
"start entry kontena-cli/1.5.4/kontena-cli.gemspec, use operating system module call, use URL, end of entry",0
"start entry compass-helium/0.0.1/lib/compass-helium.rb, no notable behavior, end of entry",0
"start entry lita_onewheel-beer-base/2.0.8/lita_onewheel-beer-base.gemspec, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry galvinhsiu-active_cart/0.0.20/galvinhsiu-active_cart.gemspec, use URL, end of entry",0
"start entry 37_pieces-of-flair/0.0.1/37_pieces-of-flair.gemspec, use base64 string, use base64 string, end of entry",1
"start entry pry-self/0.1/lib/pry-self.rb, no notable behavior, end of entry",0
"start entry gem0/0.1.1/gem0.gemspec, use URL, end of entry",0
"start entry netguru_bootstrapper/1.1.0/netguru_bootstrapper.gemspec, use operating system module call, use URL, end of entry",0
"start entry capistrano-jdk-installer/0.1.3/capistrano-jdk-installer.gemspec, use operating system module call, use URL, end of entry",0
"start entry gemnica/0.0.2/gemnica.gemspec, use operating system module call, end of entry",0
"start entry a1520mk-exercise4/0.1.5/a1520mk-exercise4.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry cap_drupal-multisite/0.3.2/cap_drupal-multisite.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry active-model-policy/0.0.1/active-model-policy.gemspec, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry after_transaction_commit/2.2.2/after_transaction_commit.gemspec, use operating system module call, use URL, end of entry",0
"start entry railslts-version/99.0.0/lib/railslts-version.rb, no notable behavior, end of entry",0
"start entry reboot/0.0.1/reboot.gemspec, use operating system module call, end of entry",0
"start entry paranoid2/1.1.6/paranoid2.gemspec, use operating system module call, use URL, end of entry",1
"start entry hash_out/0.2.0/hash_out.gemspec, use operating system module call, use URL, end of entry",0
"start entry active-link_to/1.0.5/active-link_to.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry activerecord-json_validator/1.3.0/activerecord-json_validator.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry a1409yo-health/0.0.2/a1409yo-health.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry html_calendar/0.0.1/lib/html_calendar.rb, no notable behavior, end of entry",0
"start entry applicious-utils/0.1.95/applicious-utils.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry a15z7kn-niitsuma_2016_gem/0.1.0/a15z7kn-niitsuma_2016_gem.gemspec, use base64 string, use base64 string, end of entry",1
"start entry ruby_nmap/0.9.3, no ruby file, end of entry",1
"start entry fun_with_string_colors/0.0.4/lib/fun_with_string_colors.rb, no notable behavior, end of entry",0
"start entry session/3.2.0/session.gemspec, use URL, end of entry",0
"start entry acts_as_elibri_product/0.2.7/lib/acts_as_elibri_product.rb, use URL, end of entry",0
"start entry factor-connector-rackspace/0.0.10/lib/factor/connector/rackspace_compute_images.rb, no notable behavior, end of entry",0
"start entry appydays/0.13.0/lib/appydays/loggable.rb, use operating system module call, end of entry",0
"start entry alipay-escrow/0.1.3/alipay-escrow.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry activemodel-immutable-validator/0.0.2/activemodel-immutable-validator.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry angular-form_validation/0.1.8/angular-form_validation.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry active-model_serializer_plus/1.1.0/active-model_serializer_plus.gemspec, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry json2properties/0.0.5/lib/json2properties_cli.rb, no notable behavior, end of entry",0
"start entry rspecsupport/0.0.1/lib/rspecsupport.rb, no notable behavior, end of entry",0
"start entry auto-localize/0.1/auto-localize.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry lita_coin/0.0.3/lita_coin.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry tdlib-schema/1.7.0.4/tdlib-schema.gemspec, use operating system module call, use URL, end of entry",0
"start entry pract09/0.0.1/pract09.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",0
"start entry embulk-parser-header_based_csv/0.1.1/lib/embulk/parser/header_based_csv.rb, use base64 string, use base64 string, end of entry",0
"start entry auto-scaling_methods/0.1.0/auto-scaling_methods.gemspec, use base64 string, use base64 string, end of entry",1
"start entry cinch_weatherman/1.0.5/cinch_weatherman.gemspec, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry batched-query/0.0.1/batched-query.gemspec, use base64 string, use base64 string, end of entry",1
"start entry action-links/0.4.1/action-links.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry happy-greet/0.3.1/happy.gemspec, use operating system module call, use URL, end of entry",0
"start entry stripe-opal/0.0.6/lib/stripe-opal.rb, use operating system module call, end of entry",0
"start entry message_bus-client/0.1.0/message_bus-client.gemspec, use operating system module call, use URL, end of entry",0
"start entry capistrano_rake/0.2.0/capistrano_rake.gemspec, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry rbtree-pure/0.1.1/rbtree-pure.gemspec, use URL, end of entry",0
"start entry education-stats/1.0.0/education-stats.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry edave-gdata4ruby/0.2.0/lib/gdata4ruby.rb, no notable behavior, end of entry",0
"start entry classiphier/0.1.3/classiphier.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",0
"start entry feature-toggles/0.2.0/lib/feature_toggles.rb, no notable behavior, end of entry",0
"start entry aptly-cli/0.5.0/aptly-cli.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry active-model-better_errors/1.6.7/active-model-better_errors.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry restaurantscrapper/0.0.3/lib/restaurantscrapper.rb, no notable behavior, end of entry",0
"start entry application-seeds/0.9.1/application-seeds.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry acme_smileage/4.0.1/acme_smileage.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry tunefind/1.0.0/tunefind.gemspec, use operating system module call, use URL, end of entry",0
"start entry dockercompose-generator/0.4.2/docker-compose-generator.gemspec, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry tmpcov/0.0.0/lib/tmpcov.rb, no notable behavior, end of entry",0
"start entry font_fabulous/1.0.5/font_fabulous.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry rrx_logging/0.1.0/lib/rrx_logging.rb, no notable behavior, end of entry",0
"start entry commission-junction_stats/0.0.2/commission-junction_stats.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry mongoid_ruby_or/0.2.0/mongoid_ruby_or.gemspec, use URL, end of entry",0
"start entry connector/0.0.1/connector.gemspec, use operating system module call, use URL, end of entry",0
"start entry battering-ram/0.0.1/battering-ram.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry about-pos/2.0.0/about-pos.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry aws_logs/0.3.4/aws_logs.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry be_azure_cognitiveservices_face/0.19.6/lib/module_definition.rb, no notable behavior, end of entry",0
"start entry http_health_check/1.1.0/http_health_check.gemspec, use operating system module call, use URL, end of entry",0
"start entry standardrb/1.0.1/standardrb.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",0
"start entry fluent_plugin-cloudwatch-logs/0.8.0/fluent_plugin-cloudwatch-logs.gemspec, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry coin_base/4.2.1/coin_base.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry lita_onewheel-beer-btu/0.0.0/lita_onewheel-beer-btu.gemspec, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry voteable_doris/0.1.2/voteable_doris.gemspec, use operating system module call, end of entry",0
"start entry alias-helper/0.1.2/alias-helper.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry mnemonic/0.1.3/mnemonic.gemspec, use operating system module call, use URL, end of entry",0
"start entry jmcnevin-rghost-barcode/0.8.8/jmcnevin-rghost-barcode.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry acts_as_liked/0.1.0/acts_as_liked.gemspec, use operating system module call, use URL, end of entry",0
"start entry terraspace_provider_aws/0.0.0.beta/terraspace_provider_aws.gemspec, use operating system module call, use URL, end of entry",0
"start entry lines-mixer/0.0.1/lines-mixer.gemspec, use base64 string, use base64 string, end of entry",1
"start entry coming_soon/0.2.6/coming_soon.gemspec, use operating system module call, use URL, end of entry",1
"start entry calcounter/0.1.0/lib/calcounter.rb, no notable behavior, end of entry",0
"start entry scam/0.2.0/scam.gemspec, use operating system module call, end of entry",0
"start entry murmuring-spider/0.0.2/murmuring-spider.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry android_command-line-tools/0.1.0/android_command-line-tools.gemspec, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry css-social-buttons-rails/0.0.2/lib/css-social-buttons-rails.rb, no notable behavior, end of entry",0
"start entry active-record_samplooper/0.0.7/active-record_samplooper.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry adn_cli/0.0.6/adn_cli.gemspec, use URL, use base64 string, use base64 string, end of entry",1
"start entry activerecord-forbid-implicit_connection_checkout/1.0.0/activerecord-forbid-implicit_connection_checkout.gemspec, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry librariesio-gem-parser/1.0.0/librariesio-gem-parser.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",0
"start entry react-flux-rails/2.6.4/react-flux-rails.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",0
"start entry user_input/1.1.0/lib/user_input.rb, no notable behavior, end of entry",0
"start entry atlas-client/0.0.2/atlas-client.gemspec, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
